artifact_name,countr_of_origin,acquisition_date,created_date,description,continent
Uniform,Canada,1992,1953,.1 VENETIAN CLOTH (UNIDENTIFIED); SILK LAPEL FACINGS; FABRIC LINING (UNIDENTIFIED); METAL BUTTONS & BUTTON LINK FASTENER; METAL WIRE FLYING BADGE & SHOULDER INSIGNIA; NYLON RANK BRAID/.2 BARATHEA FABRIC (UNIDENTIFIED); NYLON LACE; FABRIC LINING (UNIDENTIFIED); PLASTIC BUTTONS,NA
Uniform,Canada,1992,1953,.1 VENETIAN CLOTH (unidentified); SILK LAPEL FACINGS; FABRIC LINING (unidentified); NYLON RANK BRAID; METAL BUTTONS & BUTTON LINK FASTENER; METAL WIRE ON SHOULDER INSIGNIA/.2 BARATHEA FABRIC (UNIDENTIFIED); FABRIC LINING (UNIDENTIFIED); NYLON STRIPES; METAL ZIPPER & HOOK FASTENER; PLASTIC BUTTONS; ELASTIC FOOT STRAPS,NA
Uniform,Canada,1992,1960,.1 VENETIAN CLOTH (UNIDENTIFIED); SILK LAPEL FACINGS; FABRIC LINING (UNIDENTIFIED); METAL BUTTONS; METAL WIRE ON SHOULDER INSIGNIA; NYLON RANK BRAID;.2 BARATHEA CLOTH (UNIDENTIFIED); PLASTIC BUTTON; METAL ZIPPER,NA
"Overcoat, uniform",Canada,1992,1943,BARATHEA FABRIC (POSSIBLY WOOL); FABRIC LINING (UNIDENTIFIED); FABRIC POCKET LINING (UNIDENTIFIED); METAL BUTTONS; PLASTIC BUTTONS,NA
Switch,United States of America,1992,1915,PORCELAIN BASE; BRASS COVER; SYNTHETIC SWITCH HANDLE.,NA
"Lamp bulb, discharge",United States of America,1992,1959,GLASS & METAL CONSTRUCTION.,NA
Report,Canada,1992,1953,CARD STOCK COVER; PAPER REPORTS; STEEL ATTACHMENT HARDWARE,NA
Mug,United Kingdom,1992,1957,PEWTER; GLASS BOTTOM,EU
Mug,United Kingdom,1992,1955,PEWTER WITH GLASS BOTTOM,EU
Mug,Canada,1992,1969,PEWTER; GLASS BOTTOM,NA
Mug,Canada,1992,1947,PEWTER; GLASS BOTTOM,NA
Painting,Canada,1992,1991,ACRYLIC PAINT ON MASONITE CANVAS; PAPER MATTE; WOOD FRAME; STEEL HANGING HARDWARE,NA
Archival collection,Canada,1992,1940,paper,NA
Report,United Kingdom,1992,1944,paper,EU
"Calculator, air navigation",Canada,1992,1933,plastic; aluminum hub,NA
Galvanometer,United States of America,1992,1920,"WOOD BASE/ METAL RING, DIAL HOUSING, PARTS/ GLASS COVER/ PAPER SCALE",NA
Galvanometer,United Kingdom,1992,1912,"METAL BASE, CASING, WORKING PARTS/ GLASS WINDOW/ SYNTHETIC PARTS",EU
Galvanometer,United States of America,1992,1940,WOOD CASE WITH METAL HARDWARE/ SYNTHETIC INSTRUMENT CASING WITH SYNTHETIC & METAL WORKING PARTS/ GLASS PARTS/ PAPER INSTRUCTION CARD AFFIXED TO CASE LID INTERIOR,NA
"Scale, galvanometer",United States of America,1992,1940,METAL WITH PAPER SCALE,NA
Galvanometer,United States of America,1992,1920,WOOD BASE/ METAL COIL & CONTACTS/ FABRIC COVERED WIRE,NA
"Magnet, revolving",United States of America,1992,1840,FERROUS METAL BASE & MAGNET/ NON-FERROUS METAL (BRASS?) PARTS/ FABRIC? COVERED WIRING,NA
Wattmeter,United States of America,1992,1898,WOOD CASING WITH METAL FEET/ METAL & SYNTHETIC WORKING PARTS/ SYNTHETIC WINDOW,NA
"Illuminator, optical bench",United States of America,1992,1920,METAL CASING & PARTS/ GLASS OPTICS & LAMP BULB/ SYNTHETIC SOCKET,NA
"Standard, candlepower",United Kingdom,1992,1898,"FERROUS METAL BASE/ NON-FERROUS METAL STAND, FEET & WORKING PARTS/ CERAMIC TUBE",EU
Electrodynamometer,United States of America,1992,1899,"WOOD BASE & SUPPORTS/ NON-FERROUS METAL MECHANISM, SCALE & PARTS/ SYTHETIC PLATE",NA
Galvanometer,United States of America,1992,1920,WOOD BASE/ NON-FERROUS METAL CASING & PARTS/ GLASS WINDOW,NA
Switch,United States of America,1992,1889,brass shell/ metal switch handle/ porcelain base/ metal parts,NA
Switch,United States of America,1992,1915,brass shell/ porcelain base/ hard rubber switch handle/ paper insulation/ metal parts,NA
Switch,United States of America,1992,1940,brass shell/ porcelain base & switch handle/ paper insulation/ metal parts,NA
Switch,United States of America,1992,1915,metal shell & parts/ porcelain base/ hard rubber switch handle/ paper insulation,NA
Switch,United States of America,1992,1915,metal shell & parts/ porcelain base/ hard rubber switch handle,NA
Switch,United States of America,1992,1913,ceramic cup & switch handle/ metal plate & parts,NA
Switch,United States of America,1992,1901,porcelain cup/ hard rubber switch handle/ metal (brass) plate/ metal parts,NA
Switch,Canada,1992,1938,"synthetic shell, base & switch handle/ metal parts",NA
Switch,Canada,1992,1940,"synthetic shell, base & switch handle/ metal parts/ fabric covered wiring",NA
Switch,Canada,1992,1950,porcelain cup/ synthetic (bakelite) switch handle/ metal parts,NA
Switch,Canada,1992,1940,porcelain cup/ synthetic (bakelite) switch handle/ metal parts,NA
Switch,Canada,1992,1920,"slate base/ metal switch, including copper/ synthetic parts/ metal parts",NA
Switch,United States of America,1992,1905,porcelain base/ copper & brass parts/synthetic crossbar,NA
Switch,United States of America,1992,1950,synthetic casing/ metal parts,NA
Switch,United States of America,1992,1912,metal (brass) shell/ synthetic push buttons/ fabric covered wiring/ metal parts,NA
Switch,United States of America,1992,1915,brass shell/ synthetic push buttons/ metal parts,NA
Switch,United States of America,1992,1920,brass shell & chain/ fabric wire covering/ metal wiring & parts,NA
Switch,United States of America,1992,1914,"metal shell, pull cord & parts/ porcelain base/ fabric cord/ hard rubber or synthetic parts",NA
Switch,Canada,1992,1935,porcelain cup/ synthetic switch handle/ metal parts,NA
Switch,United States of America,1992,1952,bakelite box/ synthetic switch handle/ metal parts,NA
Switch,United States of America,1992,1960,synthetic material cup/ synthetic switch handle/ metal parts,NA
Switch,United States of America,1992,1914,metal (brass) shell & switch handle/ porcelain base/ metal parts,NA
Switch,Canada,1992,1930,porcelain base/ metal shell & parts/ synthetic switch handle,NA
Switch,United States of America,1992,1912,porcelain base/ brass shell & parts/ hard rubber switch handle/ metal parts,NA
Switch,United Kingdom,1992,1930,porcelain base/ brass switch handle/ metal parts,EU
Switch,United States of America,1992,1914,synthetic base/ brass shell & switch handle/ metal parts,NA
Switch,United States of America,1992,1915,porcelain cup/ bakelite push-buttons/ metal parts,NA
Switch,United States of America,1992,1920,"porcelain cup/ metal parts, including brass",NA
Switch,United States of America,1992,1925,porcelain cup/ metal switch handle & parts/ synthetic parts,NA
Switch,United Kingdom,1992,1912,porcelain shell/ hard rubber or synthetic switch handle/ metal wiring & parts/ fabric wire covering,EU
Switch,United States of America,1992,1914,brass shell/ bakelite or hard rubber? buttons/ porcelain/ metal parts,NA
Switch,United States of America,1992,1915,brass shell/ synsynthetic or hard rubber push buttons/ metal parts,NA
Switch,United States of America,1992,1938,bakelite case/ metal switch handle & parts,NA
Switch,Canada,1992,1940,synthetic casing & switch handle/ metal parts,NA
Switch,United States of America,1992,1938,bakelite casing/ metal parts,NA
Switch,United States of America,1992,1950,bakelite casing/ metal switch handle & parts with synthetic? insert in tip,NA
Switch,United States of America,1992,1950,bakelite casing/ metal switch handle & parts with synthetic? insert in tip,NA
Switch,United States of America,1992,1950,bakelite casing/ metal switch handle & parts/ fabric covered wire,NA
Switch,United States of America,1992,1914,"metal box, plate & parts/ porcelain/ hard rubber switch handle",NA
Switch,United States of America,1992,1904,porcelain base & switch handle/ brass shell/ metal parts,NA
Switch,United States of America,1992,1940,synthetic casing & push buttons/ metal parts,NA
Switch,United Kingdom,1992,1895,porcelain base/ brass shell & switch handle/ metal parts,EU
Switch,United Kingdom,1992,1930,porcelain base/ brass shell & switch handle/ metal parts,EU
Switch,United Kingdom,1992,1903,"porcelain base, shell & switch handle/ metal parts",EU
Switch,United Kingdom,1992,1903,porcelain base/ metal shell & switch handle/ metal parts,EU
Switch,United Kingdom,1992,1920,porcelain base/ brass shell & switch handle/ metal parts,EU
Switch,United Kingdom,1992,1895,porcelain bases/ brass shells & switch handles/ wood crossbar/ metal parts,EU
Switch,United States of America,1992,1915,"porcelain base, shell & switch handle/ metal parts",NA
Switch,United Kingdom,1992,1900,porcelain base/ brass shell & parts/ bone button/ metal parts,EU
Switch,United Kingdom,1992,1904,porcelain base/ synthetic shell & switch handle/ metal parts,EU
Switch,United States of America,1992,1920,"porcelain cup/ brass plate/ hard rubber buttons, one with mother-of-pearl? inlay/ metal parts",NA
Switch,United States of America,1992,1952,bakelite cup & switch handle/ brass plate/ metal parts,NA
Switch,United States of America,1992,1930,synthetic base/ metal shell/ porcelain switch handle/ metal parts,NA
Switch,United States of America,1992,1898,wood base/ brass ring & plugs/ synthetic ring & plugs,NA
Switch,United States of America,1992,1925,porcelain cup/ bakelite plate & switch handles/ metal parts,NA
Switch,United States of America,1992,1914,"porcelain cup/ brass plate, push button & lamp protector/ glass lamp/ metal parts/ fabric covered wiring",NA
Switch,United States of America,1992,1914,brass shell/ synthetic buttons & parts/ metal parts/ fabric covered wiring,NA
Switch,Canada,1992,1920,porcelain shell/ synthetic push button/ metal parts,NA
Socket,Canada,1992,1938,metal (brass) shell & parts/ porcelain/ copper/ rubber/ fabric wire covering,NA
Socket,Canada,1992,1939,brass shell & parts/ copper/ bakelite/ cardboard,NA
Socket,Canada,1992,1935,brass shell/ copper/ steel/ porcelain/ synthetic,NA
Socket,United States of America,1992,1941,brass shell/ copper/ porcelain,NA
Socket,Canada,1992,1940,brass shell & chain/ copper/ porcelain/ cardboard/ synthetic,NA
Socket,United States of America,1992,1914,brass shell/ bakelite switch/ copper/ porcelain,NA
Socket,United States of America,1992,1907,brass shell/ copper/ porcelain/ cardboard/ fabric covered wiring/ rubber,NA
Socket,United States of America,1992,1920,glazed porcelain shell/ copper/ steel/ brass/ synthetic,NA
Socket,Canada,1992,1902,brass shell/ porcelain/ synthetic switch handle & parts,NA
Socket,Canada,1992,1918,brass shell/ porcelain/ cotton fabric wire covering/ synthetic switch handle,NA
Socket,Canada,1992,1930,bakelite shell/ copper/ brass/ cotton fabric wire covering/ rubber/ galvanized wire,NA
Socket,United States of America,1992,1906,brass shell/ copper/ porcelain,NA
Socket,Canada,1992,1949,brass shell/ copper/ cardboard,NA
Socket,United States of America,1992,1920,brass shell/ copper/ porcelain/ synthetic switch handle/ cardboard,NA
Socket,Canada,1992,1949,brass shell/ copper/ steel/ porcelain/ cardboard,NA
Socket,Canada,1992,1902,brass shell/ bakelite switch handle/ mica/ copper wire/ cotton fabric wire covering/ cardboard,NA
Socket,Canada,1992,1949,brass shell/ bakelite switch handle/ copper/ porcelain/ cardboard,NA
Socket,Canada,1992,1920,brass shell/ copper/ porcelain/ bakelite/ cardboard/ remnants of fabric wire covering,NA
Socket,Canada,1992,1902,brass shell/ synthetic switch handle/ copper/ mica/ cardboard/ remnants of fabric wire covering,NA
Socket,Canada,1992,1902,brass shell/ bakelite switch handle/ mica/ copper wire/ cotton fabric wire covering/ cardboard,NA
Socket,United States of America,1992,1937,iron/ copper/ brass/ steel/ bakelite/ paper label,NA
Socket,United States of America,1992,1920,brass shell/ copper/ synthetic switch handle,NA
Socket,United States of America,1992,1888,brass shell/ porcelain,NA
Socket,United States of America,1992,1887,brass shell/ synthetic parts,NA
Socket,United States of America,1992,1950,brass shell/ aluminum/ copper/ bakelite/ cardboard,NA
Socket,United States of America,1992,1948,bakelite shell/ copper,NA
"Receptacle, electric",Canada,1992,1935,porcelain shell/ copper/ wax,NA
"Receptacle, electric",United States of America,1992,1921,porcelain shell/ copper/ brass/ wax,NA
"Receptacle, electric",United States of America,1992,1920,porcelain shell/ copper/ wax,NA
"Receptacle, electric",Canada,1992,1937,porcelain shell/ copper/ wax,NA
"Receptacle, electric",United States of America,1992,1915,porcelain shell/ copper/ brass/ wax,NA
"Receptacle, electric",United States of America,1992,1937,porcelain shell/ copper/ metal parts/ cardboard,NA
"Receptacle, electric",United States of America,1992,1914,porcelain shell/ brass/ copper/ wax,NA
"Receptacle, electric",Canada,1992,1935,porcelain shell/ brass/ wax,NA
"Receptacle, electric",United States of America,1992,1941,porcelain/ copper/ wax,NA
"Receptacle, electric",United States of America,1992,1912,porcelain shell/ brass/ copper/ wax,NA
"Receptacle, electric",Canada,1992,1938,porcelain,NA
"Receptacle, electric",United States of America,1992,1915,porcelain shell/ copper/ brass/ wax,NA
"Receptacle, electric",Canada,1992,1920,porcelain shell/ copper/ wax,NA
"Receptacle, electric",Canada,1992,1915,porcelain shell/ copper/ brass,NA
"Receptacle, electric",United States of America,1992,1914,porcelain/ brass,NA
"Receptacle, electric",United States of America,1992,1929,porcelain shell/ copper/ wax,NA
"Receptacle, electric",United States of America,1992,1929,porcelain/ copper/ brass/ steel/ wax,NA
"Receptacle, electric",Canada,1992,1938,porcelain shell/ copper/ brass/ bakelite/ fabric cord,NA
"Receptacle, electric",United States of America,1992,1915,brass shell/ porcelain base/ copper/ synthetic rim/ wax/ mica,NA
"Receptacle, electric",United States of America,1992,1914,porcelain shell/ copper/ brass,NA
Cutout,United States of America,1992,1920,porcelain shell/ brass/ copper/ wax,NA
Automobile,Canada,1992,1984,"metal body with metal & synthetic parts/ synthetic dashboard, steering wheel & column, door interiors, light, parts/ glass windows & mirrors/ fabric door interiors, seat coverings/ synthetic carpet/ rubber tires",NA
"Calculator, air navigation",United States of America,1992,1972,base is aluminum; dials plastic; steel screws,NA
"Calculator, air navigation",United States of America,1992,1973,aluminum; steel screws; plastic connecting components,NA
"Panel, switchboard",Canada,1992,1895,"Black slate panel; metal (including brass & copper), wood, synthetic, ceramic,"" fabric and glass components.",NA
"Panel, switchboard",Canada,1992,1895,"Black slate panel; marble, metal (including brass & copper), wood, synthetic, ceramic,"" and glass components.",NA
"Panel, switchboard",Canada,1992,1895,"Black slate panel; metal (including brass & copper), wood, synthetic,"" and glass components.",NA
"Frame, mounting",Canada,1992,1894,oak wood; metal (including iron]; ceramic,NA
Print,Canada,1992,1993,paper print; glass; aluminum frame; steel connectors & hanging hardware; unidentified backing,NA
Painting,Canada,1992,1971,acrylic paint; fabric canvas; wood & brass frame,NA
Print,Canada,1992,1989,paper,NA
Print,Canada,1992,1989,paper,NA
Print,Canada,1992,1992,paper,NA
Print,Canada,1992,1988,paper,NA
Print,Canada,1992,1990,paper,NA
Print,Canada,1992,1989,paper,NA
Photograph,Canada,1992,1931,paper; glass; wood frame; cardboard backing; plastic tape; steel eyes with (possibly) copper wire,NA
Print,Canada,1992,1992,paper,NA
Print,Canada,1992,1992,paper,NA
Print,Canada,1992,1992,"paper print; aluminum frame, steel connectors & hanging hardware; masonite backing",NA
Governor,United States of America,1992,1905,metal body & parts/ wood base,NA
Socket,Canada,1992,1938,brass shell/ copper/ bakelite/ cardboard,NA
Socket,United States of America,1992,1921,brass shell/ copper/ bakelite/ cardboard,NA
Socket,Canada,1992,1915,"socket & shade holder: brass shell, copper, rubber, cardboard/ porcelain rosette/ fabric covered wire",NA
Rosette,Canada,1992,1915,porcelain shell/ brass/ wax,NA
Cutout,Canada,1992,1915,porcelain shell/ copper/ wax,NA
Cutout,Canada,1992,1915,porcelain shell/ copper/ wax,NA
Fuse,United Kingdom,1992,1896,porcelain/ copper/ fuse wire,EU
Fuse,United Kingdom,1992,1898,porcelain/ copper,EU
"Plate, switch",United Kingdom,1992,1919,porcelain,EU
"Plate, switch",United States of America,1992,1895,copper,NA
"Plate, switch",United States of America,1992,1901,brass?,NA
"Plate, switch",United States of America,1992,1948,bakelite,NA
"Plate, switch",United States of America,1992,1951,bakelite,NA
"Plate, switch",Canada,1992,1929,brass,NA
"Plate, switch",Canada,1992,1938,bakelite,NA
Buzzer,United States of America,1992,1935,ferrous metal casing/ copper wire,NA
Map,United Kingdom,1992,1941,paper,EU
Coin,Canada,1992,1991,92.5 % SILVER AND 7.5 % COPPER AND FEATURES A 24-KARAT GOLD COVERED CAMEO; SEALED WITHIN A SYNTHETIC CASE,NA
Coin,Canada,1992,1992,92.5 % SILVER AND 7.5 % COPPER AND FEATURES A 24-KARAT GOLD COVERED CAMEO; SEALED WITHIN A SYNTHETIC CASE,NA
Map,United Kingdom,1992,1943,paper,EU
"Log, flight navigational",Canada,1992,1944,paper,NA
Certificate,Canada,1992,1958,card stock,NA
"Log, flight navigational",Canada,1992,1943,paper,NA
Notebook,Canada,1992,1944,paper pages & cover; steel staples,NA
Decal,United States of America,1992,1944,paper,NA
Fabric sample,United Kingdom,1992,1930,"unidentified cloth, possibly cotton, partially coated with doping & paint",EU
Booklet,Canada,1992,1991,paper; steel staples,NA
Newspaper,Canada,1992,1991,paper; steel staple,NA
Brochure,Canada,1992,1991,paper,NA
Card,Canada,1992,1991,paper,NA
Envelope,Canada,1992,1991,paper,NA
Photograph,Canada,1992,1991,paper,NA
Photograph,Canada,1992,1991,paper,NA
Photograph,Canada,1992,1991,paper,NA
Folder,Canada,1992,1991,paper; steel staple,NA
Photograph,Canada,1992,1991,paper mounted on unidentified synthetic board,NA
Photograph,Canada,1992,1991,paper mounted on unidentified synthetic board,NA
Photograph,Canada,1992,1991,paper mounted on unidentified synthetic board,NA
Photograph,Canada,1992,1991,paper mounted on unidentified synthetic board,NA
Photograph,Canada,1992,1991,paper mounted on unidentified synthetic board,NA
Map,United States of America,1992,1945,paper,NA
Notebook,Canada,1992,1918,Cardboard and paper,NA
Map,United States of America,1992,1944,"MAP MADE OF SILK, PRINTED IN INK",NA
Map,United States of America,1992,1944,"MAP MADE OF SILK, PRINTED IN INK",NA
Map,United States of America,199,1944,"MAP MADE OF SILK, PRINTED IN INK",NA,NA
Blanket,Canada,1992,1965,wool,NA
Log book,Canada,1992,1970,paper pages; card stock covers possibly covered with linen,NA
Log book,Canada,1992,1970,paper pages; card stock covers possibly covered with linen,NA
Program,Canada,1992,1992,card stock,NA
Bulletin,Canada,1992,1992,paper,NA
Picture,Canada,1992,1992,paper,NA
Booklet,Canada,1992,1992,"paper pages, card stock cover; steel staples",NA
Booklet,Canada,1992,1992,"paper pages, card stock cover; steel staples",NA
"Plaque, commemorative",United Kingdom,1992,1957,wooden shield; unidentified material in crest; brass hanging bracket on back; paper label affixed to back with Scotch tape,EU
"Plaque, commemorative",United Kingdom,1992,1962,wooden shield; unidentified material in crest; brass hanging bracket on back; paper label affixed to back with Scotch tape,EU
"Plaque, commemorative",United Kingdom,1992,1953,wooden shield; unidentified material in crest; brass hanging bracket on back; paper label affixed to back with Scotch tape,EU
"Plaque, commemorative",United Kingdom,1992,1957,wooden shield; unidentified material in crest; brass hanging bracket on back; paper label affixed to back with Scotch tape,EU
"Plaque, commemorative",United Kingdom,1992,1953,wooden shield; unidentified material in crest; brass hanging bracket on back; paper label affixed to back with Scotch tape,EU
"Plaque, commemorative",United Kingdom,1992,1965,wooden shield; unidentified material in crest; brass hanging bracket on back; paper label affixed to back with Scotch tape,EU
"Plaque, commemorative",United Kingdom,1992,1953,wooden shield; unidentified material in crest; brass hanging bracket on back; paper label affixed to back with Scotch tape,EU
"Plaque, commemorative",Canada,1992,1988,wooden plaque; non-ferrous metal insignia & banners; paper label attahed to back with Scotch tape,NA
"Plaque, commemorative",Canada,1992,1976,wood; non-ferrous metal plate; paper labels on back,NA
Diathermy machine,Germany,1992,1950,Metal casing/ Synthetic knobs/ Glass gauges/ Resin covered wires.,EU
Voltmeter,United States of America,1992,1902,Metal/ Paper/ Glass.,NA
Transformer,United Kingdom,1992,1886,Predominantly metal (including copper); wood; coated fabric covering on electrical wires. Transformer has been heavily restored: original finish is unknown. Now most surfaces painted gloss black; medium-brown wood blocks appear varnished; cast markings are highlighted in red paint.,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1941,paper,EU
Map,United Kingdom,1992,1941,paper,EU
Map,United Kingdom,1992,1941,paper,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1945,paper,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1942,paper,EU
Map,United Kingdom,1992,1943,paper; linen backing,EU
Map,United Kingdom,1992,1942,paper,EU
Map,United Kingdom,1992,1943,paper,EU
Map,United Kingdom,1992,1942,paper,EU
Map,United Kingdom,1992,1943,paper,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1942,paper; linen backing,EU
Map,United Kingdom,1992,1942,paper; linen backing,EU
Map,United Kingdom,1992,1943,paper,EU
Map,United Kingdom,1992,1942,paper; linen backing,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1944,paper; linen backing,EU
Map,United Kingdom,1992,1944,paper; linen backing,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1944,paper; linen backing,EU
Map,United Kingdom,1992,1944,paper; linen backing,EU
Map,United Kingdom,1992,1944,paper,EU
Map,United Kingdom,1992,1942,paper,EU
Map,United Kingdom,1992,1942,paper; linen backing,EU
Map,United Kingdom,1992,1942,paper,EU
Map,United Kingdom,1992,1942,paper,EU
Map,United Kingdom,1992,1942,paper,EU
